Brand,Model,Variant,Manufacturing_Year,Driven_Kilometer,Fuel,Number of Owner,Location,Price
Hyundai,Eon,ERA PLUS ,2016,25485,Petrol,1,Hyderabad,327199
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2015,50157,Petrol,2,Hyderabad,460199
Hyundai,i10,SPORTZ O 1.2 ,2018,26188,Petrol,1,Hyderabad,566099
Maruti,1.0,LXI ,2011,57490,Petrol,1,Hyderabad,278899
Honda,City,V MT PETROL ,2013,34987,Petrol,1,Hyderabad,601399
Honda,Jazz,1.2 VX I-VTECH ,2015,84515,Petrol,1,Hyderabad,587399
Honda,Jazz,1.2 V MT ,2017,83510,Petrol,1,Hyderabad,560599
Maruti,X,ZXI OPT AMT ,2019,29598,Petrol,1,Hyderabad,540899
KIA,SELTOS,GTK 1.4 GDI PETROL ,2020,26592,Petrol,1,Hyderabad,1444399
Maruti,K10,VXI ,2019,5851,Petrol,1,Hyderabad,441499
Hyundai,i10,MAGNA 1.2 VTVT ,2013,45258,Petrol,1,Hyderabad,395499
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,71464,Petrol,1,Hyderabad,472499
Hyundai,i20,1.2 SPORTS PLUS VTVT ,2020,58748,Petrol,1,Hyderabad,760899
Hyundai,i10,ASTA 1.2 CRDI ,2018,79493,Diesel,2,Hyderabad,515799
Maruti,K10,VXI ,2017,89973,Petrol,2,Hyderabad,330699
Maruti,Swift,ZXI ,2017,45599,Petrol,2,Hyderabad,647999
Tata,Tiago,XZ+ 1.2 Revotron ,2019,25841,Petrol,1,Hyderabad,623899
Hyundai,i20,1.2 SPORTS PLUS VTVT ,2019,26336,Petrol,1,Hyderabad,701999
Hyundai,i10,Magna 1.2 AT VTVT ,2016,84037,Petrol,1,Hyderabad,491799
Toyota,Etios,G SP ,2011,63826,Petrol,1,Hyderabad,327799
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2015,74864,Petrol,1,Hyderabad,444399
Maruti,800,LXI ,2017,34048,Petrol,2,Hyderabad,309099
Maruti,Eeco,5 STR WITH AC PLUSHTR ,2019,43076,Petrol,2,Hyderabad,470999
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2014,43506,Petrol,1,Hyderabad,454399
Honda,Amaze,1.2 VXMT I VTEC ,2013,89540,Petrol,2,Hyderabad,431399
Tata,NEXON,XZA + 1.2 PETROL A/T ,2021,14637,Petrol,1,Hyderabad,1152999
Volkswagen,Polo,HIGHLINE PLUS 1.0 TSI AT ,2021,21885,Petrol,1,Hyderabad,989099
Renault,TRIBER,1.0 RXL PETROL ,2021,17148,Petrol,1,Hyderabad,659899
Hyundai,VENUE,1.0 TURBO GDI S IMT ,2021,3273,Petrol,1,Hyderabad,970599
Toyota,Fortuner,3.0 MT 4X4 ,2009,217011,Diesel,2,Hyderabad,849799
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2018,46262,Petrol,2,Hyderabad,547499
Tata,Tiago,XZA 1.2 REVOTRON ,2018,73053,Petrol,2,Hyderabad,514999
Skoda,Rapid,Style 1.5 TDI AT ,2018,75836,Diesel,1,Hyderabad,759599
Hyundai,Eon,ERA PLUS ,2015,76784,Petrol,2,Hyderabad,309699
Maruti,800,LXI ,2018,14510,Petrol,3,Hyderabad,347699
Maruti,Brezza,ZXI+ DUAL TONE ,2020,78551,Petrol,1,Hyderabad,942299
Mahindra,XUV500,W9 ,2019,71000,Diesel,1,Hyderabad,1563199
Honda,Amaze,1.2 VXMT I VTEC ,2017,31687,Petrol,2,Hyderabad,568899
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2018,96782,Petrol,1,Hyderabad,523599
Maruti,Wagon-R,1.0 Lxi (o) cng ,2019,41440,CNG,1,Hyderabad,546499
Maruti,Eeco,5 STR WITH AC PLUSHTR ,2019,19406,Petrol,1,Hyderabad,486599
Honda,Jazz,1.5 SV I DTEC ,2018,80871,Diesel,2,Hyderabad,688059
Honda,Brio,1.2 S MT I VTEC ,2015,82845,Petrol,1,Hyderabad,390599
Mahindra,XUV500,W11 (O) ,2021,55775,Diesel,1,Hyderabad,1757899
Maruti,1.0,VXI ,2018,12453,Petrol,3,Hyderabad,465799
Mahindra,XUV500,W9 ,2018,98361,Diesel,1,Hyderabad,1388499
Maruti,1.0,VXI ,2016,65526,Petrol,1,Hyderabad,382199
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2016,42389,Petrol,2,Hyderabad,496199
Honda,Brio,1.2 VX MT I VTEC ,2017,29823,Petrol,1,Hyderabad,507799
Hyundai,Creta,1.6 SX PLUS DIESEL ,2017,78569,Diesel,1,Hyderabad,1229899
Hyundai,Active,1.4 SX ,2016,84634,Diesel,2,Hyderabad,697399
Maruti,Dzire,VXI ,2018,19188,Petrol,1,Hyderabad,678799
Tata,NEXON,XZ 1.2 ,2022,4382,Petrol,1,Hyderabad,1022199
Maruti,Ciaz,SIGMA 1.4 VVT ,2017,75329,Petrol,2,Hyderabad,677599
Maruti,Baleno,ALPHA 1.2 K12 ,2016,37446,Petrol,2,Hyderabad,621999
Volkswagen,Ameo,Trendline 1.0 ,2019,77643,Petrol,1,Hyderabad,505099
Hyundai,Creta,1.4 S PLUS CRDI ,2017,94930,Diesel,1,Hyderabad,938199
Skoda,Rapid,STYLE 1.6 MPI MT ,2020,20517,Petrol,1,Hyderabad,957599
Honda,Jazz,1.2 V AT ,2016,42524,Petrol,2,Hyderabad,677899
KIA,SELTOS,GTX + AT PETROL ,2019,45343,Petrol,1,Hyderabad,1773699
Maruti,800,LXI ,2017,58232,Petrol,1,Hyderabad,301099
Volkswagen,Polo,HIGH LINE PLUS 1.0 ,2021,20397,Petrol,1,Hyderabad,966399
Hyundai,Eon,MAGNA PLUS ,2014,36282,Petrol,1,Hyderabad,310499
Datsun,Go,T (O) ,2017,41422,Petrol,1,Hyderabad,298899
Maruti,Brezza,ZXI ,2021,32272,Petrol,1,Hyderabad,1058699
Maruti,Baleno,SIGMA 1.2 K12 ,2016,56772,Petrol,1,Hyderabad,497199
Maruti,Ciaz,VDI+ SHVS ,2018,97802,Diesel,1,Hyderabad,710699
Hyundai,i20,SPORTZ 1.4 CRDI ,2014,91606,Diesel,2,Hyderabad,527699
Tata,TIGOR,Revotron XT ,2017,70703,Petrol,1,Hyderabad,492199
Mahindra,Thar,CRDE 4X4 BS IV ,2017,46157,Diesel,2,Hyderabad,781699
Honda,Jazz,1.2 VX I-VTECH ,2015,82373,Petrol,3,Hyderabad,577199
Maruti,1.0,VXI ,2018,43922,Petrol,2,Hyderabad,423799
Maruti,Baleno,ZETA DDIS 190 ,2017,51253,Diesel,1,Hyderabad,663599
Datsun,Go,1.0 T(O) AT ,2021,17487,Petrol,1,Hyderabad,533399
Honda,City,VX MT PETROL ,2015,71857,Petrol,2,Hyderabad,687099
Hyundai,i10,MAGNA 1.2 VTVT ,2019,96631,Petrol,1,Hyderabad,594599
Ford,Ecosport,1.5 TITANIUM TI VCT ,2015,69820,Petrol,1,Hyderabad,569299
Maruti,1.0,VXI ,2017,43102,Petrol,2,Hyderabad,412199
Datsun,Go,1.0 T(O) AT ,2019,80778,Petrol,1,Hyderabad,327099
Maruti,1.0,VXI ,2013,54727,Petrol,2,Hyderabad,329099
Maruti,1.0,VXI ,2015,56833,Petrol,1,Hyderabad,371099
Hyundai,Creta,1.6 VTVT SX AUTO ,2018,20775,Petrol,2,Hyderabad,1308199
Tata,NEXON,XZ+ 1.2 ,2021,14248,Petrol,1,Hyderabad,1112699
Maruti,1.0,VXI ,2018,53601,Petrol,1,Hyderabad,433399
Maruti,Alto,VXI ,2021,3373,Petrol,1,Hyderabad,445199
Maruti,1.0,VXI ,2017,57522,Petrol,1,Hyderabad,431199
Hyundai,i20,ASTA 1.2 ,2017,35538,Petrol,1,Hyderabad,673499
Hyundai,i20,1.4 CRDI ASTA (O) ,2018,51343,Diesel,2,Hyderabad,831499
Hyundai,SANTRO,SPORTZ 1.1 ,2018,17725,Petrol,2,Hyderabad,509499
Hyundai,i10,SPORTZ O 1.2 ,2017,15854,Petrol,2,Hyderabad,538499
Maruti,Dzire,VXI ,2017,54189,Petrol,2,Hyderabad,646099
Maruti,1.0,VXI ,2014,59350,Petrol,2,Hyderabad,364399
Maruti,1.0,VXI ,2015,77898,Petrol,2,Hyderabad,377899
Hyundai,i20,1.4 CRDI ASTA (O) ,2018,31111,Diesel,1,Hyderabad,825799
Ford,FREESTYLE,TITANIUM Plus 1.5 TDCI MT ,2021,27282,Diesel,1,Hyderabad,929099
Maruti,1.0,VXI ,2017,45363,Petrol,1,Hyderabad,422399
Hyundai,i20,SPORTZ 1.4 CRDI ,2013,89444,Diesel,2,Hyderabad,524699
Hyundai,i20,1.4 CRDI ASTA (O) ,2018,52854,Diesel,2,Hyderabad,827399
Hyundai,Creta,SX PLUS 1.6 DUAL TONE VTVT ,2018,31788,Petrol,1,Hyderabad,1292299
Hyundai,i20,ASTA 1.2 (O) ,2019,60080,Petrol,1,Hyderabad,732799
Maruti,1.0,VXI ,2018,64160,Petrol,1,Hyderabad,439399
Maruti,800,LXI OPT ,2018,39885,Petrol,1,Hyderabad,350099
Volkswagen,Vento,1.2 TSI HIGHLINE PLUS AT ,2020,18336,Petrol,1,Hyderabad,995749
Hyundai,Eon,ERA PLUS ,2018,21497,Petrol,2,Hyderabad,361999
Datsun,Go,1.0 T(O) ,2021,32921,Petrol,2,Hyderabad,395699
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,38596,Petrol,1,Hyderabad,558399
Maruti,800,LXI ,2018,64650,Petrol,2,Hyderabad,336699
Maruti,Dzire,ZDI Plus AMT ,2018,35872,Diesel,1,Hyderabad,886399
Hyundai,i20,ASTA 1.2 DUAL TONE ,2017,41269,Petrol,1,Hyderabad,671199
Maruti,1.0,VXI ,2015,75892,Petrol,1,Hyderabad,370499
Hyundai,SANTRO,SPORTZ 1.1 ,2019,19126,Petrol,1,Hyderabad,550120
Maruti,800,LXI OPT ,2018,33539,Petrol,1,Hyderabad,322899
Hyundai,Creta,1.6 CRDI SX PLUS AUTO ,2017,65617,Diesel,1,Hyderabad,1235699
Hyundai,Creta,1.6 SX PLUS PETROL ,2017,49210,Petrol,1,Hyderabad,1086599
MG,HECTOR,SHARP DCT PETROL ,2019,18436,Petrol,1,Hyderabad,1674224
Volkswagen,Polo,HIGHLINE PLUS 1.0 TSI MT,2020,23135,Petrol,1,Hyderabad,932199
Maruti,800,LXI ,2018,22441,Petrol,1,Hyderabad,347699
Honda,City,V MT PETROL ,2017,39528,Petrol,1,Hyderabad,803999
Renault,TRIBER,1.0 RXL PETROL ,2021,41216,Petrol,1,Hyderabad,659899
Honda,City,V MT PETROL ,2017,30648,Petrol,1,Hyderabad,796499
Honda,Jazz,1.2 V AT ,2016,37247,Petrol,1,Hyderabad,684199
Maruti,800,LXI ,2018,67910,Petrol,1,Hyderabad,332599
Maruti,1.0,VXI ,2016,34946,Petrol,2,Hyderabad,418099
Hyundai,i20,ASTA 1.2 DUAL TONE ,2017,75444,Petrol,1,Hyderabad,683899
Maruti,1.0,VXI ,2017,72931,Petrol,1,Hyderabad,406899
Maruti,Dzire,VXI AMT ,2018,52127,Petrol,2,Hyderabad,708199
Toyota,Altis,VL AT ,2009,95772,Petrol,2,Hyderabad,579299
Hyundai,VENUE,S MT 1.2 KAPPA ,2020,33004,Petrol,1,Hyderabad,788499
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,36442,Petrol,1,Hyderabad,607399
Honda,City,VX CVT PETROL ,2017,31638,Petrol,1,Hyderabad,983199
Maruti,IGNIS,ALPHA 1.2 K12 ,2018,83770,Petrol,2,Hyderabad,464199
Maruti,800,LXI ,2018,44804,Petrol,2,Hyderabad,336699
Honda,Amaze,1.2 SMT I VTEC ,2018,36890,Petrol,1,Hyderabad,618599
Maruti,X,Zxi ,2020,29715,Petrol,1,Hyderabad,566499
Hyundai,NIOS,1.2 Kappa Sports MT ,2020,20085,Petrol,1,Hyderabad,656799
Ford,Aspire,1.2 TITANIUM PETROL ,2021,10772,Petrol,1,Hyderabad,715799
Maruti,800,LXI OPT ,2018,23018,Petrol,1,Hyderabad,348199
Maruti,1.0,VXI ,2014,59499,Petrol,1,Hyderabad,375999
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2018,31463,Petrol,1,Hyderabad,545399
Hyundai,VENUE,1.0 TURBO GDI SX+ AT ,2020,10980,Petrol,1,Hyderabad,1189299
Hyundai,SANTRO,ASTA 1.1 MT ,2020,31550,Petrol,1,Hyderabad,548199
Honda,City,V MT PETROL ,2017,60642,Petrol,1,Hyderabad,769799
Hyundai,i10,SPORTZ O 1.2 ,2017,50191,Petrol,2,Hyderabad,532599
Maruti,800,LXI ,2019,15794,Petrol,1,Hyderabad,348799
Hyundai,SANTRO,SPORTZ 1.1 ,2019,74481,Petrol,1,Hyderabad,502699
Hyundai,i20,ASTA 1.2 (O) ,2019,17855,Petrol,1,Hyderabad,805600
Hyundai,Verna,1.6 CRDI SX + AT ,2018,90344,Diesel,1,Hyderabad,999899
Maruti,PRESSO,VXI PLUS ,2019,35180,Petrol,1,Hyderabad,434399
Hyundai,Creta,S CRDI ,2020,57609,Diesel,1,Hyderabad,1418599
Maruti,K10,VXI ,2017,24535,Petrol,1,Hyderabad,363199
Maruti,Baleno,DELTA 1.2 K12 ,2021,46008,Petrol,1,Hyderabad,710799
Maruti,IGNIS,DELTA 1.2 K12 ,2018,52203,Petrol,1,Hyderabad,504499
Hyundai,i10,SPORTZ O 1.2 ,2017,72123,Petrol,1,Hyderabad,529699
Maruti,K10,VXI ,2017,52080,Petrol,1,Hyderabad,362299
Maruti,PRESSO,VXI PLUS ,2020,39157,Petrol,1,Hyderabad,465099
Hyundai,SANTRO,SPORTZ 1.1 ,2019,44530,Petrol,1,Hyderabad,529699
Maruti,1.0,VXI ,2019,33450,Petrol,2,Hyderabad,472999
Maruti,PRESSO,VXI PLUS ,2020,75873,Petrol,1,Hyderabad,456399
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2020,38527,Petrol,2,Hyderabad,604899
Maruti,K10,VXI ,2017,62124,Petrol,1,Hyderabad,377799
Hyundai,Verna,FLUIDIC 1.6 SX VTVT ,2017,71424,Petrol,1,Hyderabad,764199
Hyundai,Verna,1.6 CRDI SX + AT ,2017,93427,Diesel,1,Hyderabad,991499
Ford,FREESTYLE,TITANIUM 1.2 TI-VCT MT ,2020,16900,Petrol,1,Hyderabad,688399
Maruti,800,LXI ,2019,20707,Petrol,2,Hyderabad,324399
Jeep,Compass,2.0 SPORT PLUS ,2019,77081,Diesel,1,Hyderabad,1498699
KIA,SELTOS,HTX+ MT 1.5 DIESEL ,2020,36550,Diesel,1,Hyderabad,1690199
Maruti,PRESSO,VXI PLUS ,2020,28276,Petrol,1,Hyderabad,464299
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,11849,Petrol,1,Hyderabad,609699
Maruti,800,LXI ,2019,41731,Petrol,2,Hyderabad,333099
Maruti,1.0,VXI ,2016,50663,Petrol,2,Hyderabad,417199
Volkswagen,Ameo,Trendline 1.0 ,2019,72520,Petrol,1,Hyderabad,526399
Hyundai,i10,MAGNA 1.2 VTVT ,2019,32719,Petrol,1,Hyderabad,599099
Maruti,PRESSO,VXI PLUS ,2019,31699,Petrol,1,Hyderabad,464299
Maruti,Alto,VXI ,2021,8353,Petrol,1,Hyderabad,396349
Maruti,Baleno,ZETA 1.2 K12 ,2020,85221,Petrol,1,Hyderabad,718799
Honda,City,VX MT PETROL ,2018,49666,Petrol,1,Hyderabad,932999
Maruti,Alto,VXI ,2022,2172,Petrol,1,Hyderabad,472799
Hyundai,i20,ASTA 1.2 (O) ,2019,56973,Petrol,1,Hyderabad,803199
Maruti,Dzire,ZXI ,2019,69891,Petrol,1,Hyderabad,715099
Mahindra,3OO,W8(O) ,2019,96610,Diesel,1,Hyderabad,989399
Maruti,K10,VXI ,2018,18954,Petrol,2,Hyderabad,417099
Maruti,IGNIS,DELTA 1.2 K12 ,2017,86513,Petrol,1,Hyderabad,502899
Skoda,Rapid,Style 1.5 TDI AT ,2017,85126,Diesel,2,Hyderabad,805099
Datsun,Go,S ,2017,34639,Petrol,1,Hyderabad,312399
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,17171,Petrol,1,Hyderabad,609999
Maruti,800,LXI ,2019,79158,Petrol,1,Hyderabad,317299
Maruti,800,LXI ,2019,32573,Petrol,1,Hyderabad,336699
Hyundai,SANTRO,SPORTZ 1.1 ,2020,45158,Petrol,1,Hyderabad,558699
Maruti,800,LXI ,2018,32199,Petrol,1,Hyderabad,336699
Maruti,IGNIS,DELTA 1.2 K12 ,2017,86846,Petrol,2,Hyderabad,446299
Hyundai,SANTRO,SPORTZ 1.1 ,2019,42825,Petrol,2,Hyderabad,534099
Hyundai,i20,1.4 CRDI ASTA (O) ,2018,71122,Diesel,1,Hyderabad,786399
Hyundai,i10,MAGNA 1.2 VTVT ,2020,24911,Petrol,1,Hyderabad,599099
Honda,City,SV CVT PETROL ,2014,80353,Petrol,1,Hyderabad,686099
Hyundai,Verna,1.6 CRDI SX + AT ,2018,57740,Diesel,1,Hyderabad,1092799
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,20846,Petrol,2,Hyderabad,612199
Ford,Ecosport,1.5 TREND TI VCT ,2018,13012,Petrol,1,Hyderabad,751099
Maruti,Baleno,ZETA DDIS 190 ,2019,79989,Diesel,2,Hyderabad,756399
Maruti,PRESSO,VXI ,2020,23538,Petrol,1,Hyderabad,448499
Honda,City,V MT PETROL ,2018,74708,Petrol,1,Hyderabad,800899
Ford,Figo,1.5 TITANIUM AT PETROL ,2016,56606,Petrol,2,Hyderabad,566499
Hyundai,i20,ASTA 1.2 (O) ,2019,59444,Petrol,1,Hyderabad,803199
Maruti,IGNIS,DELTA 1.2 K12 ,2017,41632,Petrol,2,Hyderabad,481899
Hyundai,SANTRO,SPORTZ 1.1 ,2019,72900,Petrol,1,Hyderabad,528999
Maruti,800,LXI ,2018,30589,Petrol,2,Hyderabad,336699
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,44601,Petrol,2,Hyderabad,602499
Maruti,IGNIS,DELTA 1.2 K12 ,2017,60071,Petrol,2,Hyderabad,495349
Maruti,K10,VXI ,2019,46885,Petrol,1,Hyderabad,425649
Maruti,K10,VXI ,2018,79907,Petrol,2,Hyderabad,386399
Maruti,PRESSO,VXI (O) ,2019,20886,Petrol,1,Hyderabad,425999
Maruti,1.0,VXI ,2016,70998,Petrol,1,Hyderabad,429799
Nissan,Active,XV S ,2017,82629,Petrol,2,Hyderabad,447599
Honda,Civic,1.8V AT SUN ROOF ,2012,92582,Petrol,2,Hyderabad,533099
Ford,Ecosport,1.5 TITANIUM PLUS TI VCT AT ,2020,5907,Petrol,1,Hyderabad,1218599
Maruti,Alto,VXI ,2021,4796,Petrol,1,Hyderabad,442099
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,66230,Petrol,1,Hyderabad,596499
Hyundai,NIOS,SPORTZ 1.2 AT ,2021,12075,Petrol,1,Hyderabad,781699
Maruti,Baleno,ZETA 1.2 K12 ,2021,11676,Petrol,1,Hyderabad,828399
Hyundai,SANTRO,1.1 SPORTS AMT ,2020,39938,Petrol,1,Hyderabad,618699
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2019,65057,Petrol,1,Hyderabad,602999
Maruti,800,LXI ,2018,97360,Petrol,1,Hyderabad,324299
Hyundai,i10,SPORTZ 1.2 KAPPA VTVT ,2017,77210,Petrol,1,Hyderabad,539299
Maruti,800,LXI ,2019,38333,Petrol,1,Hyderabad,338099
Maruti,Alto,VXI ,2021,13565,Petrol,1,Hyderabad,429299
Ford,Ecosport,1.5 TITANIUM TI VCT ,2018,25944,Petrol,1,Hyderabad,824399
Maruti,IGNIS,ZETA 1.2 K12 ,2017,68057,Petrol,2,Hyderabad,479599
Hyundai,I20,MAGNA 1.2 MT,2021,33704,Petrol,2,Hyderabad,751199
Maruti,Alto,VXI ,2021,11574,Petrol,1,Hyderabad,433599
MG,PLUS,SHARP DCT,2020,17605,Petrol,1,Hyderabad,1876099
Hyundai,Verna,1.6 SX VTVT (O) ,2018,40808,Petrol,1,Hyderabad,1031099
Maruti,PRESSO,VXI ,2019,26656,Petrol,1,Hyderabad,425299
Hyundai,I20,MAGNA 1.2 MT,2021,20181,Petrol,1,Hyderabad,751199
Maruti,Baleno,ZETA 1.2 K12 ,2020,84471,Petrol,1,Hyderabad,700999
Maruti,Alto,VXI ,2019,29251,Petrol,2,Hyderabad,375299
Hyundai,Active,1.2 SX ,2019,21726,Petrol,1,Hyderabad,848299
Maruti,Alto,VXI ,2019,17607,Petrol,1,Hyderabad,413999
Maruti,800,LXI ,2019,25389,Petrol,2,Hyderabad,336399
Maruti,Alto,LXI OPT ,2020,19129,Petrol,1,Hyderabad,378299
Maruti,Baleno,ZETA 1.2 K12 ,2019,46320,Petrol,1,Hyderabad,723499
Ford,Ecosport,1.5 TITANIUM TI VCT ,2018,24385,Petrol,1,Hyderabad,822499
Maruti,K10,VXI ,2019,48866,Petrol,2,Hyderabad,395799
Maruti,Alto,LXI ,2019,18278,Petrol,1,Hyderabad,344699
Maruti,K10,VXI ,2018,31007,Petrol,3,Hyderabad,409699
MG,HECTOR,SMART DCT PETROL ,2020,18546,Petrol,1,Hyderabad,1852299
Honda,WR-V,1.2 i-VTEC VX MT ,2021,27310,Petrol,1,Hyderabad,1072799
Toyota,YARIS,J MT ,2018,11186,Petrol,1,Hyderabad,829199
Maruti,Alto,VXI ,2021,13331,Petrol,1,Hyderabad,419199
Hyundai,i10,SPORTZ (O) 1.2 AT VTVT ,2017,52665,Petrol,1,Hyderabad,624899
Maruti,Alto,LXI ,2020,18630,Petrol,1,Hyderabad,360699
Tata,NEXON,XZA+ 1.5 Dual Tone ,2019,92698,Diesel,1,Hyderabad,941899
Ford,Ecosport,1.5 TDCI TITANIUM PLUS ,2018,75139,Diesel,1,Hyderabad,951499
Maruti,Cross,DELTA 1.3 ,2017,99462,Diesel,2,Hyderabad,707199
Maruti,Baleno,ALPHA 1.2 K12 ,2017,28496,Petrol,1,Hyderabad,712199
Maruti,K10,VXI ,2017,33134,Petrol,1,Hyderabad,390599
Maruti,1.0,VXI ,2018,23484,Petrol,1,Hyderabad,497499
Jeep,Compass,LIMITED (O) 2.0 ,2019,50070,Diesel,1,Hyderabad,1585099
Jeep,Compass,LIMITED 1.4 AT ,2018,73339,Petrol,1,Hyderabad,1453699
Maruti,Ciaz,ALPHA 1.4 VVT AMT ,2018,74856,Petrol,2,Hyderabad,825099
Maruti,K10,VXI ,2017,49686,Petrol,1,Hyderabad,395599
Maruti,Baleno,ZETA 1.2 K12 ,2018,24778,Petrol,1,Hyderabad,694599
Hyundai,i20,ASTA 1.2 ,2019,29466,Petrol,1,Hyderabad,731399
Hyundai,VENUE,1.0 turbo GDI IMT SX O ,2020,22431,Petrol,1,Hyderabad,1180699
Maruti,Baleno,ZETA 1.2 K12 ,2019,34350,Petrol,1,Hyderabad,737899
Maruti,Alto,VXI ,2021,8924,Petrol,1,Hyderabad,422799
Maruti,K10,VXI ,2017,39794,Petrol,1,Hyderabad,394699
Toyota,Glanza,V CVT ,2020,38883,Petrol,1,Hyderabad,823999
Maruti,Cross,ZETA 1.3 ,2017,81104,Diesel,1,Hyderabad,793699
Maruti,K10,VXI ,2017,35222,Petrol,1,Hyderabad,398399
Maruti,Alto,LXI ,2021,18493,Petrol,1,Hyderabad,407099
Toyota,YARIS,G CVT ,2019,12233,Petrol,1,Hyderabad,966399
Maruti,Cross,DELTA SHVS ,2019,97982,Diesel,1,Hyderabad,866099
Toyota,YARIS,J MT ,2018,37668,Petrol,2,Hyderabad,829199
Maruti,Baleno,ALPHA 1.2K12 AT ,2018,32691,Petrol,1,Hyderabad,751399
Toyota,YARIS,J MT ,2019,61586,Petrol,1,Hyderabad,794099
Maruti,Baleno,ALPHA 1.2 K12 ,2018,45909,Petrol,1,Hyderabad,743799
Hyundai,New,2WD AT GL DIESEL ,2018,46768,Diesel,1,Hyderabad,1862499
Maruti,IGNIS,ALPHA 1.2 K12 AMT ,2021,23788,Petrol,1,Hyderabad,836899
Maruti,Dzire,VDI BS IV ,2012,122987,Diesel,1,Hyderabad,446999
Maruti,Ertiga,VXI SMART HYBRID ,2020,59384,Petrol,1,Hyderabad,883899
Maruti,Swift,ZXI ,2011,49957,Petrol,2,Hyderabad,450999
Hyundai,i10,SPORTZ 1.2 ,2010,73177,Petrol,2,Hyderabad,276099
Maruti,Swift,VXI ,2014,31963,Petrol,1,Hyderabad,423899
Maruti,Swift,VXI ,2011,81821,Petrol,1,Hyderabad,382749
Hyundai,i10,MAGNA 1.2 ,2010,86669,Petrol,1,Hyderabad,264999
Hyundai,i10,MAGNA 1.2 KAPPA2 ,2012,56262,Petrol,1,Hyderabad,302599
Maruti,Swift,VXI ,2020,61278,Petrol,1,Hyderabad,651799
Hyundai,Xing,GLS ,2011,87357,Petrol,1,Hyderabad,264799
Volkswagen,Polo,TRENDLINE 1.5L DIESEL ,2015,82693,Diesel,1,Hyderabad,468199
Maruti,Duo,LXI LPG ,2008,101142,LPG,2,Hyderabad,203799
Maruti,Alto,LXI ,2009,77290,Petrol,2,Hyderabad,164399
Maruti,Dzire,VDI ,2014,89905,Diesel,2,Hyderabad,555099
Maruti,Dzire,VDI ,2013,74382,Diesel,1,Hyderabad,504199
Volkswagen,Polo,COMFORTLINE 1.2L PETROL ,2012,96727,Petrol,1,Hyderabad,339699
Hyundai,i20,SPORTZ 1.2 ,2016,45735,Petrol,1,Hyderabad,573299
Maruti,Celerio,ZXI AMT ,2017,58463,Petrol,1,Hyderabad,450199
Maruti,Alto,LXI ,2012,85311,CNG,3,Hyderabad,198799
Maruti,Ciaz,VXI PLUS ,2016,36476,Petrol,2,Hyderabad,614799
Renault,Kwid,CLIMBER 1.0 AT ,2018,51560,Petrol,1,Hyderabad,423299
Renault,Kwid,RXT 1.0 EASY-R AT ,2017,22391,Petrol,1,Hyderabad,377599
Hyundai,i10,1.2 CRDI Sportz O ,2018,52700,Diesel,2,Hyderabad,498199
Maruti,Dzire,LXI ,2017,34213,Petrol,1,Hyderabad,493999
Maruti,Brezza,ZDI PLUS DUAL TONE ,2018,93279,Diesel,1,Hyderabad,812899
Mahindra,Kuv100,K4+ D 6 STR ,2017,70994,Diesel,1,Hyderabad,446299
Toyota,YARIS,J MT ,2020,19489,Petrol,1,Hyderabad,777499
Maruti,Dzire,VXI ,2018,45586,Petrol,1,Hyderabad,678799
Maruti,Baleno,ALPHA 1.2 K12 ,2016,52591,Petrol,1,Hyderabad,623799
Maruti,1.0,VXI ,2015,42244,Petrol,1,Hyderabad,360799
Maruti,Baleno,SIGMA 1.2 K12 ,2018,74888,Petrol,1,Hyderabad,551599
Maruti,Dzire,VXI ,2020,35713,Petrol,1,Hyderabad,721799
Hyundai,Creta,1.5 SX (O) AT ,2020,11599,Petrol,1,Hyderabad,1774699
Maruti,Brezza,ZDI+ DUAL TONE AMT ,2019,47374,Diesel,1,Hyderabad,1055899
Maruti,1.0,LXI CNG ,2017,55430,CNG,1,Hyderabad,422099
Maruti,Baleno,DELTA 1.2 K12 ,2018,28922,Petrol,1,Hyderabad,632199
Hyundai,VENUE,SX(O) CRDi ,2021,31162,Diesel,1,Hyderabad,1201699
Maruti,K10,VXI ,2016,8628,Petrol,1,Ahemdabad,337599
Maruti,Wagon-R,VXI 1.0 ,2020,3606,Petrol,1,Ahemdabad,552044
Maruti,Swift,VXI ,2019,46468,Petrol,2,Ahemdabad,579099
